identifier	abstract	labels
2fec30a4136f6d5bcfa37bd77e3ad38e2573d2a3d5830704327815224dd0c572	 Des études antérieures ont évalué la présence de diverticules duodénaux juxtapapillaires (DDJP) et leur lien avec la maladie pancréatobiliaire, mais n’ont pas analysé le lien entre la papille et les DDJP existants. Nous avons analysé le lien entre diverses localisations de la papille et les DDJP. Nous avons étudié des patients chez qui des DDJP ont été détectés lors d’une cholangiopancréatographie endoscopique rétrograde. Les patients ont été classés en 3 groupes : 1) papille à l’intérieur du diverticule, 2) papille à l’extrémité du diverticule et 3) papille à moins de 3 cm du diverticule. L’examen a donc porté sur la localisation de la papille par rapport aux diverticules et sur le lien entre sa localisation et la maladie pancréatobiliaire. Nous avons inscrit 274 patients à notre étude. La cholélithiase s’observait davantage dans le groupe 3. Le nombre de patients souffrant d’ictère obstructif était plus élevé dans les groupes 2 (83,6 %) et 3 (83,3 %) que dans le groupe 1 (66 %). La cholangite était plus fréquente dans le groupe 1 (21,3 %) que dans les groupes 2 (6,7 %) et 3 (2,3 %). Le taux de cholélithiase chez les patients souffrant de pancréatite était significativement différent entre les groupes 1 et 3 ( p = 0,013) et entre les groupes 2 et 3 ( p = 0,017). Il y avait plus de calculs ou de boue biliaires dans le canal cholédoque des patients du groupe 3 que dans ceux des groupes 1 et 2. Lorsque la papille est située près des DDJP, l’incidence de la cholélithiase diminue, et les maladies pancréatobiliaires sont pour la plupart causées en l’absence de cholélithiase. 	surgery
9018d671b95049db519dc55e90366898cb740b3f93a45f96364bc19a47370550	 Impact du FGF21, une hormone du métabolisme énergétique, sur la reproduction. L’obésité et l’insulinorésistance sont les principales maladies non infectieuses qui progressent le plus dans le monde. Elles favorisent l’hypertension, les maladies cardio-vasculaires, mais conduisent aussi à une chute de la fertilité dans les deux sexes. Le FGF21, découvert dans les années 2000, est lié au statut énergétique de l’organisme et améliore l’insulinorésistance. Via ses récepteurs (FGFR1c, 3c,et 4), il agit sur le foie et au niveau d'organes régulant le métabolisme glucido-lipidique, mais aussi sur le cerveau et les gonades. Des données récentes sont ainsi en faveur d’un rôle régulateur de FGF21 sur la fertilité, tant féminine que masculine. Mais quel rôle FGF21 peut-il jouer dans la reproduction ? Dans cette revue, nous avons examiné les différentes activités que présente cette hormone sur la reproduction, ouvrant la voie à une éventuelle utilisation thérapeutique en cas d’infertilité. 	physiology
0c551b2e246667ffeca54dfbec0a580071aa1381e520ff73086de739d9e0aae1	 La gonarthrose est un des problèmes orthopédiques les plus fréquents. Elle pose toujours un grand défi au niveau de la technique opératoire. Dans cette revue, nous présontons la technique avec des guides de coupe individualisée pour l'implantation d'une prothèse de genou. 	surgery
85c419617e1f71875ca12443f590f24e69231eb0c0df0f47fdce97abb7db23c4	 Trois nouvelles espèces de Creptotrema (Trematoda, Allocreadiidae) avec diagnostic modifié du genre et une réattribution d’Auriculostoma (Allocreadiidae) sur la base de preuves morphologiques et moléculaires. La diversité de Creptotrema a été étudiée à l’aide d’outils morphologiques et moléculaires, incluant des données pour Creptotrema creptotrema (espèce-type). Trois nouvelles espèces, parasites de poissons brésiliens, sont décrites : Creptotrema conconae n. sp. (hôte-type, Imparfinis mirini Haseman), Creptotrema schubarti n. sp. (hôte-type, Characidium schubarti Travassos) et Creptotrema megacetabularis n. sp. (hôte-type, Auchenipterus osteomystax (Miranda Ribeiro)). Le diagnostic du genre a été modifié pour inclure de nouvelles caractéristiques. Les nouvelles espèces diffèrent les unes des autres principalement en termes de forme du corps, de taille relative des ventouses et de position des testicules. Des séquences d’ADN ont été obtenues de Creptotrema spp. du Brésil, y compris 28S, ITS et COI. Les divergences génétiques entre les nouvelles espèces et C. creptotrema variaient de 2,1 à 5,2 % (21 à 49 pb) pour les séquences 28S, et de 6,6 à 16,4 % (21 à 45 pb) pour le COI. L’analyse phylogénétique (28S) a placé les séquences d’ADN nouvellement générées de Creptotrema dans un clade (Creptotrema clade sensu stricto) composé de C. creptotrema, les nouvelles espèces décrites ici et toutes les espèces précédemment décrites comme Auriculostoma, révélant qu’Auriculostoma est mieux interprété comme un synonyme de Creptotrema sur la base du principe de priorité de la nomenclature zoologique. Creptotrema funduli, la seule séquence du genre précédemment disponible, n’a pas été regroupée au sein du clade Creptotrema sensu stricto, ce qui suggère la nécessité d’une réévaluation du statut taxonomique de cette espèce. Nos résultats montrent que Creptotrema est un genre monophylétique de trématodes largement distribué à travers les Amériques, qui comprend actuellement 19 espèces valides, parasites de téléostéens et d’anoures. 	veterinary|genetics
db75de2733223f0dd4c775fbaaf49177f51229b8bee1954565cc2f7f9bf17c90	 Le syndrome de Koro est un trouble psychiatrique spécifique à certaines cultures asiatiques. Il est caractérisé par la survenue brutale d’une anxiété intense associée à la peur d’une rétraction du pénis dans le corps qui peut mener à la mort. Nous rapportons le cas d’un patient marocain âgé de 43 ans, qui présente une anxiété persistante avec des conduites d’évitement associées à une chronique croyance que ses organes génitaux pourraient se rétrécir ou disparaître et conduire à sa mort, ce qui a impacté son fonctionnement professionnel et familial. Le diagnostic d’un trouble lié aux concepts culturels semble le plus probable, en se référant à la culture marocaine qui attribue une grande importance au sexe masculin, même s'il s'agit d'un cas chronique et sporadique. 	psychology|etiology
6aaedaca65322713c5a12a311d81fe5d04e35f6cd59dccfdcf93234aa5803869	 L’usage des plasties mammaires pour réaliser l’exérèse de tumeurs cancéreuses a été décrit il y a plus de 20 ans. Celles-ci étaient initialement réservées aux tumeurs des quadrants inférieurs et pour des seins de gros volume afin de coller aux techniques de chirurgie plastique, utilisées en situation bénigne (réductions mammaires). Ces techniques ont été modifiées au fil des années afin de pouvoir réséquer des tumeurs situées dans tous les quadrants du sein, y compris en région centrale. Des adaptations des schémas de plastie permettent même, dans certains cas, la résection de peau située en dehors des tracés traditionnels. Nous rapportons deux cas cliniques illustrant ces avancées. La chirurgie oncoplastique a ainsi évolué selon les contraintes liées à la maladie traitée, devenant une discipline à part entière. 	surgery
57a88d56850becae7005dcb766023e6dbdea9174fb67c7afcdce0542cb6d6937	 La protéine urinaire de liaison aux acides gras de type hépatique (uL-FABP) est un biomarqueur cliniquement utile pour la surveillance de l’insuffisance rénale chronique (MRC) chez l’homme. Cependant, aucune surveillance à long terme de l’uL-FABP chez les chats atteints d’IRC n’a été signalée. L’objectif de cette étude préliminaire était de déterminer si l’excrétion urinaire de L-FABP pouvait prédire la détérioration de la fonction rénale chez deux chats modèles de CKD. La protéine uL-FABP a augmenté avant les biomarqueurs rénaux standards, y compris la créatinine sérique, l’azote uréique sanguin et la diméthylarginine symétrique, chez un chat dont la fonction rénale se détériorait, mais est restée faible et relativement stable chez un autre chat dont la fonction rénale était stable. Nos résultats suggèrent que l’uL-FABP est un biomarqueur clinique potentiel pour prédire la progression de l’IRC chez le chat, comme c’est le cas chez l’homme.(Traduit par Docteur Serge Messier). 	veterinary
26c8b3a03a119c338cd8c13820cebece9e0989bd5afa7671a5d5edb36ab58a17	 Le cerveau adulte produit de nouveaux neurones pour restaurer l’équilibre après une perte vestibulaire. Un phénomène appelé « compensation vestibulaire » se produit après une atteinte vestibulaire périphérique. Ce processus, qui permet un retour progressif de l’équilibre, se produit principalement au sein des noyaux vestibulaires du tronc cérébral, et met en jeu une mosaïque de réarrangements structurels. Parmi ceux-ci, la neurogenèse vestibulaire réactionnelle (NGVR) adulte est peut-être la plus inattendue, car elle se produit dans une région du cerveau qui n’a jamais été signalée auparavant comme neurogène. La survie et la fonctionnalité de ce réseau neuronal nouvellement généré dépendent de son intégration dans les réseaux préexistants des noyaux désafférentés. Cette organisation permet au cerveau d’utiliser les apports d’autres modalités sensorielles pour faciliter le rétablissement de la posture et de l’équilibre. C’est à ce jour le meilleur exemple du rôle réparateur de la neurogenèse adulte. Ces observations soulèvent de nombreuses questions sur la pertinence physiologique de la NGVR. 	physiology
1af7da1372499334bf847dc3b97c6da90326e817fa90778c638b9d6520c08fa8	 Les douleurs testiculaires chroniques représentent jusqu’à 5 % des consultations d’urologie. Un bilan simple retrouve une étiologie organique dans 50 à 75 % des cas permettant un traitement ciblé. Le cas échéant, le diagnostic d’exclusion d’orchialgie chronique idiopathique est retenu et une prise en charge multidisciplinaire est alors nécessaire. Le traitement est initialement conservateur, mais n’est efficace que chez 4 à 15 % des patients. La réalisation d’un bloc spermatique par infiltration du cordon permet de confirmer l’origine testiculaire des douleurs et apporte un soulagement temporaire. La dénervation microchirurgicale du cordon spermatique est le traitement de choix pour les répondeurs. Il permet un soulagement significatif des douleurs dans 77 à 100 % des cas. 	etiology|surgery
5340db1270c12732d1cdf980f9a91873a3d564d01f1a3429a9b4304d2b729025	 Dans la cadre de cette étude, on a isolé, durant les années 2014 et 2015, 131 souches d’E.coli provenant des intestins de porcs suisses souffrant de diarrhée. Ces souches ont été testées quant à leurs résistances aux antibiotiques; en outre on a déterminé leurs sérotypes, leurs facteurs de virulence et leur diversité génétique. L’attribution des isolats d’E.coli aux divers sérogroupes a été réalisée au moyen d’une séro-agglutination et les facteurs de virulence ont été déterminés par PCR. Les profils de résistance aux antibiotiques ont été déterminés par la mesure des concentrations inhibitrices minimales de 14 antibiotiques. Les gènes qui y étaient associés ont été identifiés par puces à ADN et PCR. La diversité génétique a été déterminée au moyen de PCR répétitives palindromiques (rep PCR). La moitié des isolats d’E.coli qui possédaient des facteurs de virulence n’ont pas pu être classés dans un des 19 sérotypes testés, bien qu’ils aient possédé les mêmes toxines et adhésines que les isolats qu’il a été possible de typiser. Les sérotypes les plus fréquemment trouvés étaient (18%), O139:K82 (6%), O141:K85ac (5%), O108:K`V189` (5%), O119:K`V113` (3%) et O157:K`V17` (2%). La combinaison des toxines EAST-1, STb et LT-I et de l‘adhésine F4, qui est caractéristique pour les E.coli entérotoxiques (ETEC), a été le plus fréquemment trouvée. La shigatoxine Stx2e (STEC) et l‘Intimin Eae (EPEC) étaient par contre plutôt rares. Les résultats des rep PCR montraient une population hétérogène. 70% des isolats présentaient une résistance face à au moins un antibiotique et 29% étaient résistants à plus de 3 antibiotiques. Les isolats montraient des résistances vis-à-vis de la tétracycline (50%) associée avec les gènes de résistance tet(A), tet(B) et tet(C), du sulfaméthoxazole (49%) [sul1, sul2 et sul3], du trimethoprime (34%) [dfr], de l’acide nalidixique (29%), de l’ampicilline (26%) [blaTEM-1], de la gentamicine (17%) [aac(3) -IIc, aac(3) -IVa et aac(3) -VIa], du chloramphenicol (17%) [catAI and catAIII] et de la ciprofloxacine (8%) [mutations dans GyrA (S83L) et ParC (S80I)]. Tous les isolats étaient sensibles aux céphalosporines de troisième génération, au carbapénèmes, à la colistine et à la tigecycline. Les E.coli pathogènes des porcs en Suisse n’ont souvent pas pu être attribués aux sérogroupes connus, bien qu’ils possèdent les facteurs de virulence causant la diarrhée. En outre on a découvert divers mécanismes de résistance contre des antibiotiques qui sont régulièrement utilisés dans la production porcine. En conséquence, une identification rigoureuse et soignée des germes responsables de maladie et un testage de la sensibilité avant traitement est de première importance. 	pharmacology|genetics|microbiology|veterinary
3bc5e4871fab287f27c9c3c1911858c8354e9c859739d5d1d7d6c3b91bf977f1	 Le but de la présente étude était d’étudier les effets de l’âge de la mise en lot et d’un suivi vétérinaire intensif sur les valeurs sanguines, les performances et la qualité des carcasses de veaux d’engraissement suisses. Entre juillet 2012 et mai 2013, on a suivi de la mise en lot jusqu’à l’abattage 316 jeunes veaux (âge moyen 10.8 jours), 425 veaux en âge usuel de marché (âge moyen 39.5 jours) et 65 veaux plus âgés (âge moyen 61.5 jours). On disposait comme groupe de contrôle de 9019 veaux engraissés conventionnellement, qui avaient été mis en lot au même moment que les veaux en âge usuel de marché. Au début de l’engraissement, la valeur moyenne d’hémoglobine chez les veaux en âge usuel de marché était, avec 88.2 g/l, significativement différente (p. 	physiology
a645ad36e7f3e58e6243f998cc8ca1fc186e85444809c100bc3a88b1d5a9f65f	 La révolution numérique a modifié et continue à modifier notre monde et nos vies. La pandémie actuelle due au coronavirus a fait basculer en ligne de nombreux pans de notre existence et la distanciation sociale a imposé la virtualité des rassemblements. Les données des dix articles présentés ici attestent de l’influence de la technologie numérique sur les cerveaux et les comportements, de manière positive et négative. Par exemple,l’imagerie cérébrale montre des altérations morphologiques concrètes apparaissant tôt dans l’enfance et pendant l’adolescence lors d’une pratique intensive des media numériques. Cela concernerait certaines fonctions cérébrales comme la perception visuelle, le langage et la cognition. Des études approfondies n’ont pas confirmé les inquiétudes courantes quant aux répercussions d’un temps excessif passé devant un écran en termes de santé mentale ou de qualité de vie. Il est néanmoins important de privilégier une utilisation consciente, créative et raisonnable des technologies numériques afin d’améliorer les relations personnelles et professionnelles. Ces technologies ont un grand potentiel dans l’évaluation et le traitement de la santé mentale ainsi que dans l’amélioration des performances mentales personnelles. 	physiology
438b71d578ae57193a6c6cbe0e3e4037c346e4325f6f81eb12cb65d400f2b492	 Les soins intensifs chirurgicaux comprennent la chirurgie traumatologique et la chirurgie d'urgence. Cette nouvelle spécialité a pour but de faire participer les chirurgiens traumatologues et non traumatologues aux soins des patients gravement malades qui nécessitent une chirurgie. Au Québec, il existe peu de services de soins intensifs chirurgicaux et ce concept est encore méconnu de la plupart des chirurgiens généraux. Ce sondage visait à sonder l'opinion et l'intérêt des chirurgiens généraux du Québec au sujet de ce nouveau modèle. of General Surgery, Centre Hospitalier Affilié Universitaire de Québec, Québec, Que. Nous avons créé un questionnaire électronique bilingue au moyen d'une interface Web et l'avons envoyé par courriel à tous les chirurgiens inscrits auprès de l'Association québécoise de chirurgie. Un rappel a été envoyé 2 semaines plus tard pour améliorer le taux de réponse au questionnaire. Le taux de réponse a été de 36,8 %. La plupart des répondants occupaient des postes universitaires et 16 % travaillaient dans des centres de traumatologie de niveau 1. La plupart des répondants ont dit opérer beaucoup et 66 % ont dit pratiquer au moins 10 chirurgies générales urgentes chaque mois. Même si la majorité des répondants (88 %) se sont dits d'avis que les soins intensifs chirurgicaux étaient un domaine intéressant, seulement 45 % ont exprimé le souhait de participer à un service de ce type. Les répondants pour qui ce concept a semblé le moins applicable à leur pratique étaient plus susceptibles d'exercer dans des centres non universitaires. Malgré un intérêt marqué à l'endroit des soins intensifs chirurgicaux, peu de chirurgiens ont semblé souhaiter participer à un service de ce type. Ce fait peut s'expliquer par la méconnaissance de ce nouveau modèle et par la force de l'habitude associée à la pratique traditionnelle. Nous visons à modifier ce paradigme en démontrant la faisabilité et les avantages d'un nouveau modèle de service de soins intensifs chirurgicaux dans notre centre lors d'une étude de suivi. 	surgery
21e43ff6bff591817ebcf0a501911e385b059d7dc43189aa1734c8d35a965979	 La pandémie de coronavirus oblige les soignants en santé mentale à réinventer leur manière de travailler et à penser de nouveaux cadres thérapeutiques, les patients réagissant de manière singulière à cette situation extraordinaire. Sur un plan populationnel, les interventions envisagées (e.g. hotlines, soutien aux professionnels et aux équipes) doivent trouver un équilibre entre une « psychiatrisation » des vécus d’ordre existentiel et une banalisation des effets psychologiques d’une pandémie. Sur les plans institutionnel et politique, la psychiatrie peut conseiller les décideurs quant aux impacts psychologiques et à la communication. 	psychology
e2bb340daf1341810bb89b4c0864de6094389dd4aad6a21d9c34df68ea6877c8	 Les interactions hôte-microbe peuvent influencer la pathogénie de la dermatite dans les plis naso-maxillaires du bouledogue français, souvent compliquée par des infections bactériennes et fongiques secondaires. Evaluer le microbiome des plis cutanés chez les bouledogues français sains et déterminer l’influence des médications topiques sur ce microbiome. Dix neuf bouledogues français sains. MATÉRIELS ET MÉTHODES: Le séquençage d’ADN de dernière génération a été appliqué pour caractériser la composition du microbiome des plis naso-maxillaires de bouledogues français sains. L’effet de deux topiques sur le microbiome des plis a été évalué. Sept chiens ont été traités avec protéase (Kalzyme; enzyme) qui inhibe la formation de biofilm sans activité biocide, six chiens étaient non traités. Les chiens ont été répartis au hasard dans chaque groupe et l’investigateur était en aveugle. RÉSULTATS: Les phyla bactériens cutanés primaires inhibant les plis à l’inclusion étaient Firmicutes, Actinobacteria et Proteobacteria. Les phyla fongiques primaires cutanés étaient Ascomycota et Basidiomycota. Le traitement topique a augmenté la diversité des compositions bactériennes et fongiques dans le temps (augmentation du score de diversité microbienne : enzyme 38%, chlorhexidine 11%, contrôle <5%) et l’abondance relative des pathogènes a diminué significativement (enzyme, P = 0.028; CHX, P = 0.048). Une corrélation nette (r 2 = 0.83) a été observée entre l’abondance des pathogènes cliniquement importants et la diversité microbienne. Le microbiome des plis cutanés naso-maxillaires des bouledogues français sains contient une abondance élevée de pathogènes cliniquement significatifs (moyenne 36,4%). Le traitement topique avec enzyme augmente la diversité microbienne des plis cutanés et réduit l’abondance relative des pathogènes. 	microbiology
8f94fd14868e366f7233c01665796780901b0ea534803f08529141f5e53d0173	 Effets d’une formulation injectable d’ivermectine à activité prolongée sur Onchocerca ochengi chez les bovins zébu. La disponibilité d’un médicament macrofilaricide et sans danger permettrait d’accélérer l’élimination de l’onchocercose. Un essai a été mené au Cameroun pour évaluer les effets d’une formulation injectable en sous-cutané d’ivermectine à activité prolongée (FIAP) sur les microfilaires (mf) et les stades adultes d’Onchocerca ochengi. Dix vaches zébu infectées naturellement par le parasite ont reçu une injection sous-cutanée de 500 mg (groupe A, N = 4) ou de 1000 mg d’ivermectine à activité prolongée (groupe B, N = 4) ou le véhicule (groupe C, N = 2). Des échantillons de peau ont été collectés de chaque animal avant, puis 6, 12 et 24 mois après traitement pour mesurer les densités microfilariennes (DMF). Des nodules prélevés avant et 6 et 12 mois après traitement ont été examinés histologiquement pour évaluer la viabilité et le statut reproductif des vers adultes. Des échantillons de sang ont été prélevés pour obtenir des données de pharmacocinétique. Avant traitement, les DMF à O. ochengi étaient similaires dans les 3 groupes. Six mois après traitement, aucun des animaux des groupes A et B ne présentait de mf dermiques, alors que ceux du groupe C présentaient encore des DMF élevées (moyenne : 324,5 mf/g). Parmi les animaux traités par ivermectine, un seul (du groupe A) avait des mf dermiques 12 mois après traitement (0,9 mf/g). A 24 mois, un autre animal du groupe A avait des mf (10,0 mf/g). L’examen histologique des nodules collectés à 6 et 12 mois montrait que la FIAP n’était pas macrofilaricide mais avait un effet marqué sur l’embryogénèse. La nouvelle FIAP pourrait représenter un outil pour accélérer l’élimination de l’onchocercose dans certaines circonstances spécifiques. 	veterinary|parasitology
a314f11c651ceee08cb01356e3ad1f7c53f382df5f3fc056d874d7040867a29e	 Chez les chevaux l’hyperinsulinémie et la résistance à l’insuline (dérèglement de l’insuline) sont associées avec le développement de fourbure. Bien que l’obésité soit associée avec le dérèglement de l’insuline, le mécanisme de l’obésité associée au dérèglement de l’insuline demeure à être établi. Nous émettons l’hypothèse que le stress oxydatif dans les muscles squelettiques est associé avec l’obésité associée à l’hyperinsulinémie chez les chevaux. Trente-cinq chevaux de races légères avec des pointages de conditions corporelles (PCC) de 3/9 à 9/9 ont été étudiés, incluant sept chevaux obèses, normo-insulinémique (PCC ≥ 7, insuline sérique au repos < 30 μIU/mL) et six chevaux obèses, hyperinsulinémique (insuline sérique au repos ≥ 30 μIU/mL). Les marqueurs de stress oxydatif (damage oxydatif, fonction mitochondriale, et capacité antioxydante) furent évalués dans des biopsies de muscles squelettiques. Un coefficient de corrélation de rang de Spearman a été utilisé pour déterminer la relation entre les marqueurs de stress oxydatif et le PCC. De plus, pour évaluer le rôle du stress oxydatif dans l’obésité reliée à l’hyperinsulinémie, les marqueurs de la capacité anti-oxydante et des dommages oxydatifs ont été comparés entre des chevaux minces, normo-insulinémiques (L-NI); des chevaux obèses, normo-insulinémique (O-NI); et des chevaux obèses, hyperinsulinémiques (O-HI). Une augmentation des PCCs était associée avec une augmentation de l’expression des gènes d’une protéine mitochondriale responsable de la biogénèse des mitochondries (récepteur alpha apparenté aux estrogènes, ERRα) et d’une augmentation de l’activité anti-oxydante totale de l’enzyme superoxyde dismutase (TotSOD). Lors de la comparaison des groupes (L-NI, O-NI, et O-HI), l’activité TotSOD était augmentée et les carbonyles protéiques, un marqueur des dommages oxydatifs, avaient diminué chez les chevaux O-HI comparativement aux chevaux L-NI. Ces données suggèrent qu’une réponse anti-oxydante protectrice s’est produite dans le muscle des chevaux obèses et que le dommage oxydatif associés à l’obésité dans les muscles squelettiques n’est pas central à la pathogénèse de l’hyperinsulinémie équine.(Traduit par Docteur Serge Messier). 	veterinary|etiology|physiology
f54918e1a1c5e84d8c385ea78fd14ed2fc1f2bbbf3eef2cd0a29668d91fe7c5e	 La lymphangioléiomyomatose (LAM) est une pathologie pulmonaire rare, touchant les femmes en âge de procréer, et pouvant se présenter sous forme sporadique (S-LAM) ou associée à la sclérose tubéreuse de Bourneville (TSC-LAM), une maladie génétique avec atteinte neurocutanée. Cet article, illustré par l’histoire d’une patiente, reprend la clinique, les outils diagnostiques et le traitement de cette maladie. Le diagnostic devrait être évoqué chez les femmes jeunes qui présentent une dyspnée d’effort et/ou un pneumothorax spontané, avec des lésions kystiques caractéristiques sur le CT thoracique à haute résolution. 	etiology
54232037b0208f15ae874d56bf86e8224dd0e19d7dc2090cb7a8a7d6c676011a	 L'otite externe canine (OE) est une maladie inflammatoire fréquente souvent compliquée par une infection bactérienne et/ou fongique secondaire. La population microbienne auriculaire est plus complexe que l'examen cytologique ou la culture aérobie ne le montrent. HYPOTHÈSES/OBJECTIFS: Les différences des populations bactériennes et fongiques du conduit auriculaire externe corrèlent avec les définitions spécifiques basées sur la cytologie et la culture de l'otite à Malassezia et bactérienne. Quarante chiens de propriétaires; 30 avec OE et 10 avec oreilles saines. MATÉRIELS ET MÉTHODES: Une étude prospective comparant les échantillons cytologiques, les cultures bactériennes et les analyses basées sur le séquençage indépendant des cultures du conduit auriculaire externe. Les sujets avec OE incluaient 10 chiens avec des cocci uniquement [≥25/high power field (HPF)] sur cytologie et culture de Staphylococcus spp.; 10 chiens avec bacilles (≥25/HPF) et culture exclusive de Pseudomonas aeruginosa; 10 chiens avec uniquement des levures sur les cytologies morphologiquement comparables avec Malassezia spp. (≥5/HPF). RÉSULTATS: Staphylococcus était le taxa le plus abondant parmi tous les groupes. Les oreilles avec cytologie positive pour cocci avaient une diversité décroissante et tous les types d’OE étaient associés avec une diminution de la diversité fongique comparé aux contrôles. L’évaluation basée sur la cytologie et la culture du conduit auriculaire n'est pas prédictive des divers microbiotes du conduit auriculaire dans les cas d'otite à Pseudomonas ou Malassezia. Des taxa bactériens moins abondants dans les cas d ‘OE staphylococciques sont à approfondir pour de futurs traitements biologiques. 	microbiology
02b5ccec8ac88d4fa33f05b0cd070d83ef80f88ee82419a2ebd6c73e6f5e1e28	 RéSUMé: OBJECTIF: L’incidence de consommation persistante d’opioïdes après une chirurgie (CPOC) après une chirurgie complexe du pied et de la cheville est inconnue. Notre objectif était de déterminer l’incidence et les caractéristiques de la CPOC chez les utilisateurs d’opioïdes naïfs, occasionnels et réguliers avant leur opération, puis à six semaines, trois mois et six mois après l’opération. MéTHODE: Nous avons réalisé une étude observationnelle prospective sur une période de 18 mois auprès de patients bénéficiant d’une chirurgie complexe du pied et de la cheville. La consommation quotidienne d’opioïdes a été enregistrée aux intervalles indiqués. Des modèles de régression logistique ont été utilisés pour prédire le risque de consommation d’opioïdes à ces intervalles. Le Questionnaire concis de la douleur (QCD - version française du Brief Pain Inventory, BPI) a été utilisé pour enregistrer l’intensité de la douleur et son interférence. Des corrélations ont été testées entre la consommation d’opioïdes et les paramètres d’interférence du QCD. RéSULTATS: Quatre-vingt-deux des 139 patients approchés consécutivement ont été inclus dans notre analyse finale. Six pour cent (intervalle de confiance [IC] à 98,3 %, 2 à 20) des patients qui ne consommaient pas d’opioïdes avant l’opération utilisaient des opioïdes quotidiennement trois et six mois après la chirurgie. Cinquante pour cent (IC 98,3 %, 26 à 73) des patients qui étaient des consommateurs réguliers d’opioïdes avant l’opération ont continué à utiliser des opioïdes quotidiennement six mois après la chirurgie. Toutes les associations entre les paramètres d’interférence du QCD et la consommation d’opioïdes ont été estimées positives. CONCLUSION: La probabilité d’avoir recours à une analgésie opioïde six mois après une chirurgie complexe du pied et de la cheville était significativement plus élevée chez les patients qui consommaient déjà des opioïdes avant leur opération. La consommation régulière d’opioïdes avant l’opération a été associée à un risque plus élevé de CPOC par rapport à l’utilisation occasionnelle ou « au besoin » d’opioïdes avant la chirurgie. 	surgery
a0f118984ab6177c89c8026ee027aefd3ea57e26529bd40d9ab20589504c8874	 Evaluer l'effet d'une politique de gratuité des soins pour les enfants de moins de cinq ans mise en œuvre au Burkina Faso depuis avril 2016, sur l'utilisation des soins de santé des maladies fébriles non paludiques (MFNP). MÉTHODES: Pour évaluer l'effet immédiat et à long terme de la politique de gratuité des soins en place, nous avons mené une analyse des données de séries chronologiques interrompues collectées en routine sur les maladies fébriles dans trois centres de santé primaires urbains de Ouagadougou entre le 1 er janvier 2015 et le 31 décembre 2016. RÉSULTATS: Sur les 39.046 cas fébriles signalés au cours de la période d'étude, 17.017 MFNP ont été inclus dans l'étude. Par rapport à la période précédant l'intervention, nous avons observé une augmentation immédiate et non statistiquement significative de 7% du nombre de MFNP (IRR = 1,07; IC95%: 0,75 à 1,51). Par rapport à la tendance à laquelle on aurait pu s'attendre en l'absence d'intervention, les résultats ont montré une augmentation faible mais soutenue de 6% de la tendance du nombre mensuel de MFNP pendant la période d'intervention (TRI = 1,06; IC95%: 1,01 à 1,12 ). Notre étude a mis en évidence une augmentation de l'utilisation des services de santé, en particulier pour les MFNP pour les enfants de moins de cinq ans, après la mise en œuvre d'une politique de gratuité des soins. Cette analyse contribue à informer les décideurs sur la nécessité de renforcer les capacités des centres de santé et d'anticiper les enjeux de la pérennité de cette politique. 	etiology
d1af54a607aeaee54521145e000585b927ba382d31a098a70c51ad4c7e196b11	 Cet article décrit l'histoire du cannabis depuis les premiers contacts de l’espèce humaine avec la plante jusqu'à son expansion mondiale ultérieure, ses utilisations médicinales et la découverte du système endocannabinoïde au XXe siècle. La trace du cannabis a été retrouvée il y a environ 12 000 ans près des montagnes de l'Altaï en Asie centrale et depuis, les graines de cannabis ont suivi la migration des peuples nomades. Son usage médicinal apparaît avant notre ère en Chine, en Égypte et en Grèce (Hérodote), et plus tard dans l'empire romain (Pline l'Ancien, Dioscoride, Galien). Au XIXe siècle, des orientalistes comme Silvestre de Sacy et des médecins occidentaux en contact avec les cultures musulmanes et indiennes, comme O'Shaughnessy et Moreau de Tours, ont introduit son recours à des fins médicales en Europe. En 1964 en Israël, Mechoulam et Gaoni, en identifiant la structure du principal phytocannabinoïde psychoactif, le THC, ouvrent la voie à de nombreux développements dans le domaine de la recherche sur le système endocannabinoïde (SEC). Sur la base de ces progrès, le débat sur la libéralisation du cannabis se poursuit dans un nouveau contexte. 	pharmacology
918e5f562e6d4657c27f9d62d0f8e4868b170fbea50d7cc8b5a3617c355687bb	 Le diagnostic et le traitement des maladies neuropsychiatriques comorbides sont souvent un axe secondaire du traitement des individus ayant un trouble du spectre de l'autisme (TSA), une détérioration importante pouvant être causée par les symptômes de fond du TSA lui-même. Cependant, les comorbidités psychiatriques, dont les troubles dépressifs, sont courantes et entraînent fréquemment un handicap fonctionnel supplémentaire, des coûts pour les traitements et une charge pour les soignants. Il est parfois difficile pour les médecins de diagnostiquer de façon adéquate la dépression dans les TSA à cause des déficits de communication, de la présentation atypique de la dépression et du manque d'outils diagnostiques standardisés. Les risques spécifiques et les facteurs de résilience pour la dépression dans les TSA au long de la vie, y compris le niveau de fonctionnement, l'âge, les antécédents familiaux et le mode d'adaptation ont été suggérés, mais nécessitent d'être étudiés. Des traitements médicamenteux ou psychothérapiques peuvent être bénéfiques, mais il faut d'autres recherches pour établir des recommandations pour la prise en charge des symptômes. Cet article décrira les présentations typiques de la dépression chez les personnes atteintes de TSA, reconsidèrera l'information actuelle sur la prévalence, l'évaluation et le traitement de la dépression comorbide chez les personnes atteintes de TSA et identifiera les lacunes importantes de la recherche. 	etiology
